SN,State,LGA,Health Facility,% of states that have commenced recruitment of SBAs,Proportion of targeted SBA recruitments that have been completed (recruited over planned),Number of SBAs recruited,Proportion of SBAs deployed per state (total number deployed),Total number of SBAs,Proportion of planned frontline health workers who have been trained,Proportion of CBHWs recruited (state),Number of CBHWs trained (state),Proportion of CBHWs deployed per state (state),% of recruited CBHWs that have been absorbed ,Total BHCPF Facilities (LGA),Proportion of L2 functional facilities per LGA (BHCPF),Proportion of L1 functional facilities per LGA,Proportion of partially functional facilities per LGA,Number of revitalized PHC facilities per LGA,# of emergency referrals transported via the ambulance service,# of obstetric and newborn emergency referrals transported via the ambulance service,# of obstetric emergencies reported via helplines,,,,,
1135,KATSINA,MAIADUA,Maiadua Comprehensive Health Centre,NO,0,0,0,22,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1136,KATSINA,MAIADUA,Maigari Health Centre,NO,0,0,0,3,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1137,KATSINA,MAIADUA,Maikoni Primary Health Centre,NO,0,0,0,15,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1138,KATSINA,MAIADUA,Shekiyal Maternal And Child Health Centre,NO,0,0,0,2,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1139,KATSINA,MAIADUA,Tsabu Maternal And Child Health Clinic,NO,0,0,0,3,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1140,KATSINA,MAIADUA,Yandi Maternal And Child Health,NO,0,0,0,3,115,472,0,0,0,11,1,10,0,4,,,,,,,,
1141,KATSINA,MANI,Aliyaba Maternal And Child Health,NO,0,0,0,4,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1142,KATSINA,MANI,Bagiwa Maternal And Child Health,NO,0,0,0,4,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1143,KATSINA,MANI,Duwan Primary Health Centre,NO,0,0,0,6,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1144,KATSINA,MANI,Jani Comprehensive Health Centre,NO,0,0,0,11,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1145,KATSINA,MANI,Kwatta Maternal And Child Health,NO,0,0,0,6,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1146,KATSINA,MANI,Machika Maternal And Child Health,NO,0,0,0,1,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1147,KATSINA,MANI,Magami Maternal And Child Health,NO,0,0,0,4,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1148,KATSINA,MANI,Mani (Asibitin Dutse) Primary Health Centre,NO,0,0,0,9,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1149,KATSINA,MANI,Muduru Primary Health Centre,NO,0,0,0,15,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1150,KATSINA,MANI,Randawa Maternal And Child Health,NO,0,0,0,3,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1151,KATSINA,MANI,Tsagem Maternal And Child Health,NO,0,0,0,3,195,472,0,0,0,11,4,7,0,3,,,,,,,,
1152,KATSINA,MASHI,Birnin Kuka Maternal And Child Health,NO,0,0,0,6,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1153,KATSINA,MASHI,Doguru Maternal And Child Health Centre,NO,0,0,0,4,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1154,KATSINA,MASHI,Doka Maternal And Child Health,NO,0,0,0,4,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1155,KATSINA,MASHI,Gallu Maternal And Child Health,NO,0,0,0,3,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1156,KATSINA,MASHI,Jigawa Health Facility,NO,0,0,0,2,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1157,KATSINA,MASHI,Majigiri Maternal And Child Health,NO,0,0,0,2,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1158,KATSINA,MASHI,Marke Maternal And Child Health,NO,0,0,0,3,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1159,KATSINA,MASHI,Mashi Comprehensive Health Centre,NO,0,0,0,14,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1160,KATSINA,MASHI,Randa Primary Health Centre (Mphc),NO,0,0,0,7,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1161,KATSINA,MASHI,Sonkaya Maternal And Child Health Centre,NO,0,0,0,3,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1162,KATSINA,MASHI,Tamilo Maternal And Child Health,NO,0,0,0,4,170,472,0,0,0,11,2,9,0,3,,,,,,,,
1163,KATSINA,MUSAWA,Dangani Primary Health Centre,NO,0,0,0,2,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1164,KATSINA,MUSAWA,Danjanku Primary Health Centre,NO,0,0,0,1,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1165,KATSINA,MUSAWA,Family Support Centre Musawa,NO,0,0,0,4,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1166,KATSINA,MUSAWA,Garu Primary Health Centre,NO,0,0,0,9,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1167,KATSINA,MUSAWA,Jikamshi Comprehensive Health Centre,NO,0,0,0,17,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1168,KATSINA,MUSAWA,Kira Primary Health Centre,NO,0,0,0,4,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1169,KATSINA,MUSAWA,Kurkujan Primary Health Centre,NO,0,0,0,2,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1170,KATSINA,MUSAWA,Mangati Primary Health Centre,NO,0,0,0,2,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1171,KATSINA,MUSAWA,Marabar Musawa Primary Health Centre,NO,0,0,0,2,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1172,KATSINA,MUSAWA,Tabanni Maternal And Primary Health Centre,NO,0,0,0,5,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1173,KATSINA,MUSAWA,Tuge Primary Health Centre,NO,0,0,0,1,165,472,0,0,0,11,2,9,0,3,,,,,,,,
1174,KATSINA,SABUWA,Awala Health Clinic,NO,0,0,0,1,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1175,KATSINA,SABUWA,D/Muazu Primary Health Centre,NO,0,0,0,3,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1176,KATSINA,SABUWA,Damari Primary Health Centre,NO,0,0,0,1,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1177,KATSINA,SABUWA,Gamji Primary Health Centre,NO,0,0,0,4,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1178,KATSINA,SABUWA,Hugo Health Clinic,NO,0,0,0,0,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1179,KATSINA,SABUWA,Machika Maternal And Primary Health Centre,NO,0,0,0,6,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1180,KATSINA,SABUWA,Maibakko Health Clinic,NO,0,0,0,3,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1181,KATSINA,SABUWA,Rafin Iwa Health Clinic,NO,0,0,0,0,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1182,KATSINA,SABUWA,Sabuwa Comprehensive Health Centre,NO,0,0,0,11,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1183,KATSINA,SABUWA,Sayau Primary Health Centre,NO,0,0,0,2,166,472,0,0,0,10,2,8,0,3,,,,,,,,
1184,KATSINA,ZANGO,Comprehensive Health Centre,NO,0,0,0,8,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1185,KATSINA,ZANGO,Dargage Maternal And Child Health,NO,0,0,0,8,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1186,KATSINA,ZANGO,Garni Primary Health Centre,NO,0,0,0,0,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1187,KATSINA,ZANGO,Gwamba Maternal And Child Health Centre,NO,0,0,0,2,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1188,KATSINA,ZANGO,Kanda Maternal And Child Health Centre,NO,0,0,0,4,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1189,KATSINA,ZANGO,Kawarin Kudi Maternal Primary Health Centre,NO,0,0,0,5,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1190,KATSINA,ZANGO,Kawarin Malamai Health Centre,NO,0,0,0,4,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1191,KATSINA,ZANGO,Rogogo Primary Health Centre,NO,0,0,0,5,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1192,KATSINA,ZANGO,Sara Primary Clinic Health Centre,NO,0,0,0,2,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1193,KATSINA,ZANGO,Yardaje Primary Health Centre,NO,0,0,0,3,176,472,0,0,0,10,3,7,0,3,,,,,,,,
1194,KEBBI,AREWA,Amogoro Primary Health Centre,NO,0,0,0,3,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1195,KEBBI,AREWA,Bachaka Primary Health Centre,NO,0,0,0,4,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1196,KEBBI,AREWA,Bui Primary Health Centre,NO,0,0,0,2,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1197,KEBBI,AREWA,Dogon Daji Primary Health Centre,NO,0,0,0,2,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1198,KEBBI,AREWA,Falde Primary Health Centre,NO,0,0,0,2,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1199,KEBBI,AREWA,Goron Dikko Primary Health Centre,NO,0,0,0,5,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1200,KEBBI,AREWA,Gumundai Primary Health Centre,NO,0,0,0,4,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1201,KEBBI,AREWA,Kara Primary Health Centre,NO,0,0,0,5,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1202,KEBBI,AREWA,Kare Primary Health Centre,NO,0,0,0,4,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1203,KEBBI,AREWA,Sarka Primary Health Centre,NO,0,0,0,1,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1204,KEBBI,AREWA,Yeldu Primary Health Centre,NO,0,0,0,1,60,0,0,0,0,11,4,7,0,3,,,,,,,,
1205,KEBBI,ARGUNGU,Alwasa Primary Health Centre,NO,0,0,0,3,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1206,KEBBI,ARGUNGU,Argungu Town Primary Health Centre,NO,0,0,0,4,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1207,KEBBI,ARGUNGU,Dikko Primary Health Centre,NO,0,0,0,7,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1208,KEBBI,ARGUNGU,Felande Primary Health Centre,NO,0,0,0,5,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1209,KEBBI,ARGUNGU,Gulma Primary Health Centre,NO,0,0,0,4,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1210,KEBBI,ARGUNGU,Jada Primary Health Centre,NO,0,0,0,1,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1211,KEBBI,ARGUNGU,Lailaba Primary Health Centre,NO,0,0,0,4,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1212,KEBBI,ARGUNGU,Sabon Garin Kanta Primary Health Centre,NO,0,0,0,5,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1213,KEBBI,ARGUNGU,Sauwa Primary Health Centre,NO,0,0,0,7,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1214,KEBBI,ARGUNGU,T Zazzagawa Primary Health Centre,NO,0,0,0,4,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1215,KEBBI,ARGUNGU,Tudun Wada Argungu Maternal And Child Health,NO,0,0,0,7,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1216,KEBBI,ARGUNGU,Wali Primary Health Centre,NO,0,0,0,5,113,0,0,0,0,12,5,7,0,2,,,,,,,,
1217,KEBBI,AUGIE,Augie Primary Health Centre,NO,0,0,0,10,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1218,KEBBI,AUGIE,Bagaye Primary Health Centre,NO,0,0,0,6,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1219,KEBBI,AUGIE,Bayawa Primary Health Centre,NO,0,0,0,8,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1220,KEBBI,AUGIE,Birnin Tudu Primary Health Centre,NO,0,0,0,17,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1221,KEBBI,AUGIE,Bubuche Primary Health Centre,NO,0,0,0,10,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1222,KEBBI,AUGIE,Jabaka Primary Health Centre,NO,0,0,0,6,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1223,KEBBI,AUGIE,Kwaido Primary Health Centre,NO,0,0,0,7,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1224,KEBBI,AUGIE,Tiggi Primary Health Centre,NO,0,0,0,13,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1225,KEBBI,AUGIE,Yola Model Primary Health Centre,NO,0,0,0,14,79,0,0,0,0,9,8,1,0,1,,,,,,,,
1226,KEBBI,BAGUDO,Bagudo Primary Health Centre,NO,0,0,0,7,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1227,KEBBI,BAGUDO,Gwamba Primary Health Centre,NO,0,0,0,2,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1228,KEBBI,BAGUDO,Illo Town Primary Health Centre,NO,0,0,0,3,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1229,KEBBI,BAGUDO,Kende Primary Health Centre,NO,0,0,0,2,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1230,KEBBI,BAGUDO,Khaliel Primary Health Centre,NO,0,0,0,2,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1231,KEBBI,BAGUDO,Lafagu Primary Health Centre,NO,0,0,0,3,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1232,KEBBI,BAGUDO,Lolo Primary Health Centre,NO,0,0,0,5,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1233,KEBBI,BAGUDO,Maitambari Primary Health Centre,NO,0,0,0,2,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1234,KEBBI,BAGUDO,Matsinkai Primary Health Centre,NO,0,0,0,2,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1235,KEBBI,BAGUDO,Tsamiya Primary Health Centre,NO,0,0,0,10,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1236,KEBBI,BAGUDO,Zagga Primary Health Centre,NO,0,0,0,4,101,0,0,0,0,11,4,7,0,3,,,,,,,,
1237,KEBBI,FAKAI,Bajida Primary Health Centre,NO,0,0,0,4,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1238,KEBBI,FAKAI,Bangu Primary Health Centre,NO,0,0,0,1,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1239,KEBBI,FAKAI,Fakai Primary Health Centre,NO,0,0,0,5,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1240,KEBBI,FAKAI,Garin Awal Primary Health Centre,NO,0,0,0,2,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1241,KEBBI,FAKAI,Gulbin Kuka Primary Health Centre,NO,0,0,0,3,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1242,KEBBI,FAKAI,Kanga Primary Health Centre,NO,0,0,0,1,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1243,KEBBI,FAKAI,Marafa Primary Health Centre,NO,0,0,0,2,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1244,KEBBI,FAKAI,Matseri Primary Health Centre,NO,0,0,0,1,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1245,KEBBI,FAKAI,Tudan Wada Primary Health Centre,NO,0,0,0,5,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1246,KEBBI,FAKAI,Yoko Primary Health Centre,NO,0,0,0,1,72,0,0,0,0,10,3,7,0,1,,,,,,,,
1247,KEBBI,GWANDU,Adarawa Primary Health Centre,NO,0,0,0,3,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1248,KEBBI,GWANDU,Dalijan Primary Health Centre,NO,0,0,0,5,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1249,KEBBI,GWANDU,Danjema Primary Health Centre,NO,0,0,0,2,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1250,KEBBI,GWANDU,Gora Kwachido Primary Health Centre,NO,0,0,0,3,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1251,KEBBI,GWANDU,Gwandu Primary Health Centre,NO,0,0,0,9,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1252,KEBBI,GWANDU,Kambaza Fulani Primary Health Centre,NO,0,0,0,2,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1253,KEBBI,GWANDU,Kurya Primary Health Centre,NO,0,0,0,2,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1254,KEBBI,GWANDU,Masama Primary Health Centre,NO,0,0,0,6,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1255,KEBBI,GWANDU,Tari Primary Health Centre,NO,0,0,0,5,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1256,KEBBI,GWANDU,Yole Birni Primary Health Centre,NO,0,0,0,2,111,0,0,0,0,10,3,7,0,1,,,,,,,,
1257,KEBBI,KOKO/BESSE,Besse Primary Health Centre,NO,0,0,0,2,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1258,KEBBI,KOKO/BESSE,Dada Primary Health Centre,NO,0,0,0,4,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1259,KEBBI,KOKO/BESSE,Damba Primary Health Centre,NO,0,0,0,2,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1260,KEBBI,KOKO/BESSE,Dulmeru Primary Health Centre,NO,0,0,0,1,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1261,KEBBI,KOKO/BESSE,Hirini Primary Health Centre,NO,0,0,0,4,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1262,KEBBI,KOKO/BESSE,Jadadi Primary Health Centre,NO,0,0,0,3,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1263,KEBBI,KOKO/BESSE,Koko 1 Primary Health Centre,NO,0,0,0,6,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1264,KEBBI,KOKO/BESSE,Koko Primary Health Centre,NO,0,0,0,4,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1265,KEBBI,KOKO/BESSE,Lani Primary Health Centre,NO,0,0,0,2,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1266,KEBBI,KOKO/BESSE,T Dodo Primary Health Centre,NO,0,0,0,3,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1267,KEBBI,KOKO/BESSE,T Magaji Primary Health Centre,NO,0,0,0,2,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1268,KEBBI,KOKO/BESSE,Zaria Primary Health Centre,NO,0,0,0,2,33,0,0,0,0,12,3,9,0,#N/A,,,,,,,,
1269,KEBBI,SAKABA,Dankolo Primary Health Centre,NO,0,0,0,3,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1270,KEBBI,SAKABA,Dirin Daji Primary Health Centre,NO,0,0,0,6,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1271,KEBBI,SAKABA,Fada Primary Health Centre,NO,0,0,0,3,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1272,KEBBI,SAKABA,Gelwasa Primary Health Centre,NO,0,0,0,2,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1273,KEBBI,SAKABA,Jan Birni Primary Health Centre,NO,0,0,0,1,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1274,KEBBI,SAKABA,Kageta Primary Health Centre,NO,0,0,0,1,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1275,KEBBI,SAKABA,Maganda Primary Health Centre,NO,0,0,0,2,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1276,KEBBI,SAKABA,Makuku Primary Health Centre,NO,0,0,0,4,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1277,KEBBI,SAKABA,Sakaba Primary Health Centre,NO,0,0,0,4,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1278,KEBBI,SAKABA,Shibo Primary Health Centre,NO,0,0,0,1,28,0,0,0,0,10,3,7,0,1,,,,,,,,
1279,KEBBI,SHANGA,Atuwo Primary Health Centre,NO,0,0,0,3,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1280,KEBBI,SHANGA,Dugu Tsoho Primary Health Centre,NO,0,0,0,3,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1281,KEBBI,SHANGA,Gebbe Primary Health Centre,NO,0,0,0,2,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1282,KEBBI,SHANGA,Giron Masa Primary Health Centre,NO,0,0,0,3,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1283,KEBBI,SHANGA,Kawara 2 Primary Health Centre,NO,0,0,0,2,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1284,KEBBI,SHANGA,Sakace Primary Health Centre,NO,0,0,0,4,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1285,KEBBI,SHANGA,Saminaka Primary Health Centre,NO,0,0,0,3,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1286,KEBBI,SHANGA,Tafki Tara Primary Health Centre,NO,0,0,0,2,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1287,KEBBI,SHANGA,Tungan Giwa Primary Health Centre,NO,0,0,0,2,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1288,KEBBI,SHANGA,Yar Besse Primary Health Centre,NO,0,0,0,3,110,0,0,0,0,10,1,9,0,#N/A,,,,,,,,
1289,KEBBI,SURU,Aljannare Primary Health Centre,NO,0,0,0,4,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1290,KEBBI,SURU,Bakuwai Primary Health Centre,NO,0,0,0,4,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1291,KEBBI,SURU,Bandan Primary Health Centre,NO,0,0,0,1,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1292,KEBBI,SURU,Barbarejo Primary Health Centre,NO,0,0,0,2,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1293,KEBBI,SURU,Dakingari Primary Health Centre,NO,0,0,0,7,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1294,KEBBI,SURU,Giro Primary Health Centre,NO,0,0,0,2,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1295,KEBBI,SURU,Hore Primary Health Centre,NO,0,0,0,3,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1296,KEBBI,SURU,Hore Primary Health Centre,NO,0,0,0,3,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1297,KEBBI,SURU,Kwaifa Primary Health Centre,NO,0,0,0,2,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1298,KEBBI,SURU,Shema Primary Health Centre,NO,0,0,0,1,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1299,KEBBI,SURU,Suru Primary Health Centre,NO,0,0,0,3,82,0,0,0,0,11,1,10,0,1,,,,,,,,
1300,KEBBI,WASAGU/DANKO,Ayu Primary Health Centre,NO,0,0,0,3,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1301,KEBBI,WASAGU/DANKO,Bena Primary Health Centre,NO,0,0,0,6,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1302,KEBBI,WASAGU/DANKO,Danko Primary Health Centre,NO,0,0,0,8,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1303,KEBBI,WASAGU/DANKO,Danummaru Primary Health Centre,NO,0,0,0,1,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1304,KEBBI,WASAGU/DANKO,Dikenge Primary Health Centre,NO,0,0,0,5,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1305,KEBBI,WASAGU/DANKO,Kanya Primary Health Centre,NO,0,0,0,4,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1306,KEBBI,WASAGU/DANKO,Kele Primary Health Centre,NO,0,0,0,3,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1307,KEBBI,WASAGU/DANKO,Koliko Primary Health Centre,NO,0,0,0,2,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1308,KEBBI,WASAGU/DANKO,Ribah Primary Health Centre,NO,0,0,0,6,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1309,KEBBI,WASAGU/DANKO,Wadako Primary Health Centre,NO,0,0,0,7,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1310,KEBBI,WASAGU/DANKO,Wasagu Primary Health Centre,NO,0,0,0,9,75,0,0,0,0,11,7,4,0,1,,,,,,,,
1311,KOGI,LOKOJA,Abugi Primary Health Centre,NO,0,0,0,2,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1312,KOGI,LOKOJA,Adankolo Lokoja Primary Health Centre,NO,0,0,0,6,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1313,KOGI,LOKOJA,Angwakura Primary Health Centre,NO,0,0,0,4,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1314,KOGI,LOKOJA,Angwanyashi Primary Health Centre,NO,0,0,0,5,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1315,KOGI,LOKOJA,Budan Primary Health Centre,NO,0,0,0,1,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1316,KOGI,LOKOJA,Eggan Primary Health Centre,NO,0,0,0,1,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1317,KOGI,LOKOJA,Felela Model Primary Health Centre,NO,0,0,0,4,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1318,KOGI,LOKOJA,Mami Primary Health Centre,NO,0,0,0,1,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1319,KOGI,LOKOJA,Old Market Primary Health Centre,NO,0,0,0,8,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1320,KOGI,LOKOJA,Sarikinoma Primary Health Centre,NO,0,0,0,3,43,0,0,0,0,10,1,9,0,6,,,,,,,,
1321,KWARA,ILORIN EAST,Agbeyangi Primary Health Centre,NO,0,0,0,1,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1322,KWARA,ILORIN EAST,Alalubosa Primary Health Centre,NO,0,0,0,6,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1323,KWARA,ILORIN EAST,Apado Primary Health Centre,NO,0,0,0,4,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1324,KWARA,ILORIN EAST,Awodi Primary Health Centre,NO,0,0,0,10,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1325,KWARA,ILORIN EAST,Ile Apa Primary Health Centre,NO,0,0,0,3,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1326,KWARA,ILORIN EAST,Iponrin Primary Health Centre,NO,0,0,0,3,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1327,KWARA,ILORIN EAST,Marafa Primary Health Centre,NO,0,0,0,2,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1328,KWARA,ILORIN EAST,Mogaji Are Primary Health Centre,NO,0,0,0,11,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1329,KWARA,ILORIN EAST,Ojagboro Primary Health Centre,NO,0,0,0,6,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1330,KWARA,ILORIN EAST,Oke-Ose Primary Health Centre (Model),NO,0,0,0,10,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1331,KWARA,ILORIN EAST,Okelele Comprehensive Health Centre,NO,0,0,0,14,72,0,0,0,0,12,8,4,0,6,,,,,,,,
